URLs,year,IslamWords,totals,anxioutyWords,chappwords,DHSWords,ReligLWICwords,optwords,frequency_anxiouty,frequency_religLWIC,frequency_dhs,frequency_anxiouty_lag1,frequency_religLWIC_lag1,frequency_dhs_lag1,frequency_reli_Lwicnoislam,frequency_chapp,frequency_islam,frequency_opt,state,globalterrorism,abbr,femadec,terroristattack,bioguide,end_last_term,first,last,religion,unafilated,other,jew,mormon,othodoxchristain,protestantdemonation,catholic,aa,hisp,id,icpsr,thomas,govtrack,cong,gender,type,start,end,district,class,party,dw1,comc,comr,leadcham,simpleparty,dwisest,manualcorrection,scomc,scomr,percentwhite,pres2,veryconservative,don'tattendchurch,don'tpray,unemploy,nonwhite,abrvState,catholic_state,jewish_state,evang_state,orthodox_state,bkprot_state,mainline_state,conservative.non.traditional_state,liberal.protestant_state,secular_state,veryReligous,upforElection,Female,Republican,urls2
pryor,2010,11,1554990,825,1184,7288,1420,4474,0.000530551,0.00091319,0.004686848,0.00052102,0.000879755,0.004585257,0.000906116,0.000761421,7.08E-06,0.00287719,Arkansas,4805,AR,25,0,P000590,1/3/15,Mark,Pryor,Christain,0,0,0,0,0,1,0,0,0,338,40301,1701,300080,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.22,0,0,0,D,NULL,NULL,0,0,0.8020202,3.147475,3.779798,3.280808,2.490909,8.6,0,ar,3.103383064,0,40.5884552,0,5.451424599,10.9137392,0.444373548,0.024758318,39.37223434,0.7,0,0,0,pryor
pryor,2012,0,336581,130,224,1442,208,741,0.000386238,0.00061798,0.004284259,0.000530551,0.00091319,0.004686848,0.00061798,0.000665517,1.00E-09,0.002201551,Arkansas,8481,AR,0,0,P000590,1/3/15,Mark,Pryor,Christain,0,0,0,0,0,1,0,0,0,337,40301,1701,300080,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.205,0,0,0,D,NULL,NULL,0,0,0.7971311,2.883197,3.612705,3.448771,2.717213,7.6,0,ar,3.103383064,0,40.5884552,0,5.451424599,10.9137392,0.444373548,0.024758318,39.37223434,0.7,0,0,0,pryor
reed,2006,250,524337,673,178,2347,551,1081,0.001283527,0.001050852,0.00447613,NA,NA,NA,0.000574059,0.000339477,0.000476794,0.002061652,Rhode Island,2743,RI,0,0,R000122,1/3/21,John,Reed,Catholic,0,0,0,0,0,0,1,0,0,346,29142,949,300081,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.486,0,0,0,D,NULL,NULL,0,0,0.8852459,2.934426,3.291667,2.669421,3.016393,5.2,0,ri,63.1240387,1.604541898,3.827541351,0.966651499,0.942535043,5.95178318,0.143303603,0.170210391,23.26939392,0.49,0,0,0,reed
reed,2008,706,2566330,2001,1180,11421,2179,5535,0.000779714,0.000849073,0.004450325,0.001283527,0.001050852,0.00447613,0.000573972,0.000459802,0.000275102,0.002156777,Rhode Island,4785,RI,0,0,R000122,1/3/21,John,Reed,Catholic,0,0,0,0,0,0,1,0,0,347,29142,949,300081,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.484,0,0,0,D,NULL,NULL,0,0,0.8378378,3.427273,3.261261,3.945946,3.37037,7.9,0,ri,63.1240387,1.604541898,3.827541351,0.966651499,0.942535043,5.95178318,0.143303603,0.170210391,23.26939392,0.49,1,0,0,reed
reed,2010,386,2581140,2397,1325,10150,1968,5368,0.00092866,0.000762455,0.003932372,0.000779714,0.000849073,0.004450325,0.000612908,0.00051334,0.000149547,0.002079702,Rhode Island,4805,RI,10,0,R000122,1/3/21,John,Reed,Catholic,0,0,0,0,0,0,1,0,0,349,29142,949,300081,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.481,0,0,0,D,NULL,NULL,0,0,0.8802083,2.817708,3.146597,4,3.609375,11.3,0,ri,63.1240387,1.604541898,3.827541351,0.966651499,0.942535043,5.95178318,0.143303603,0.170210391,23.26939392,0.49,0,0,0,reed
reed,2012,280,3023190,2319,1084,11324,1604,6781,0.000767072,0.000530566,0.003745713,0.00092866,0.000762455,0.003932372,0.000437949,0.000358563,9.26E-05,0.002242996,Rhode Island,8481,RI,9,0,R000122,1/3/21,John,Reed,Catholic,0,0,0,0,0,0,1,0,0,348,29142,949,300081,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.478,0,0,0,D,NULL,NULL,0,0,0.8473282,2.583969,3.141762,4.125954,3.79771,10.5,0,ri,63.1240387,1.604541898,3.827541351,0.966651499,0.942535043,5.95178318,0.143303603,0.170210391,23.26939392,0.49,0,0,0,reed
reid,2006,87,2358730,2660,1757,12723,1983,4899,0.001127727,0.000840708,0.005394005,NA,NA,NA,0.000803823,0.000744893,3.69E-05,0.002076966,Nevada,2743,NV,16,0,R000146,1/3/17,Harry,Reid,Mormon,0,0,0,1,0,0,0,0,0,2090,15054,952,300082,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.366,0,0,0,D,NULL,NULL,0,0,0.825974,2.986979,3.343008,3.220159,3.091864,4.1,0,nv,13.05971813,1.697407246,5.815450191,0,1.701900363,2.437443495,7.408100605,0.017556516,67.85643005,0.49,0,0,0,reid
reid,2008,102,1125389,738,1023,4311,1273,2448,0.000655774,0.001131165,0.003830676,0.001127727,0.000840708,0.005394005,0.00104053,0.00090902,9.06E-05,0.002175249,Nevada,4785,NV,1,0,R000146,1/3/17,Harry,Reid,Mormon,0,0,0,1,0,0,0,0,0,2091,15054,952,300082,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.382,0,0,0,D,NULL,NULL,NULL,NULL,0.8278302,3.217494,3.386792,4.283019,4.176611,6.1,0,nv,13.05971813,1.697407246,5.815450191,0,1.701900363,2.437443495,7.408100605,0.017556516,67.85643005,0.49,0,0,0,reid
reid,2010,154,1851671,2289,1522,8977,1643,5064,0.001236182,0.000887308,0.004848054,0.000655774,0.001131165,0.003830676,0.00080414,0.000821961,8.32E-05,0.002734828,Nevada,4805,NV,1,0,R000146,1/3/17,Harry,Reid,Mormon,0,0,0,1,0,0,0,0,0,2092,15054,952,300082,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.399,0,0,0,D,NULL,NULL,NULL,NULL,0.7955272,3.0176,3.464,4.185304,3.394569,14.4,0,nv,13.05971813,1.697407246,5.815450191,0,1.701900363,2.437443495,7.408100605,0.017556516,67.85643005,0.49,1,0,0,reid
reid,2012,76,1852593,1173,1094,7144,1371,3744,0.000633168,0.000740045,0.003856218,0.001236182,0.000887308,0.004848054,0.000699021,0.000590525,4.10E-05,0.002020952,Nevada,8481,NV,2,0,R000146,1/3/17,Harry,Reid,Mormon,0,0,0,1,0,0,0,0,0,2093,15054,952,300082,112,M,sen,1/5/11,1/3/17,0,3,Democrat,-0.415,0,0,0,D,NULL,NULL,NULL,NULL,0.7625571,2.748858,3.380517,4.290076,3.52207,11,0,nv,13.05971813,1.697407246,5.815450191,0,1.701900363,2.437443495,7.408100605,0.017556516,67.85643005,0.49,0,0,0,reid
risch,2010,0,834120,348,157,2223,252,1719,0.000417207,0.000302116,0.002665085,NA,NA,NA,0.000302116,0.000188223,1.00E-09,0.002060856,Idaho,4805,ID,8,0,R000584,1/3/21,James,Risch,Catholic,0,0,0,0,0,0,1,0,0,351,40902,1896,412322,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.62,0,0,0,R,NULL,NULL,0,0,0.8788927,3.21875,3.730104,3.733564,2.930796,9,0,id,7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,0,0,1,risch
risch,2012,0,1237881,562,426,3429,708,2447,0.000454003,0.000571946,0.002770057,0.000417207,0.000302116,0.002665085,0.000571946,0.000344137,1.00E-09,0.001976766,Idaho,8481,ID,0,0,R000584,1/3/21,James,Risch,Catholic,0,0,0,0,0,0,1,0,0,350,40902,1896,412322,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.62,0,0,0,R,NULL,NULL,0,0,0.8809524,3.07672,3.621693,3.840849,3.37037,7.1,0,id,7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,0,0,1,risch
roberts,2006,132,2394164,2622,1490,14306,1837,5546,0.001095164,0.000767283,0.005975364,NA,NA,NA,0.000712149,0.000622348,5.51E-05,0.002316467,Kansas,2743,KS,20,0,R000307,1/3/21,Pat,Roberts,Methodist,0,0,0,0,0,1,0,0,0,364,14852,968,300083,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.41,1,0,0,R,NULL,NULL,NULL,NULL,0.869379,2.796574,3.385621,2.685345,2.623913,4.4,0,ks,14.9033289,0.366403639,18.74059105,0,1.652140379,18.29285431,0.683773696,0.034711376,45.323246,0.55,0,0,1,roberts
roberts,2008,52,2219108,2330,1070,8635,1373,5255,0.001049972,0.000618718,0.003891204,0.001095164,0.000767283,0.005975364,0.000595285,0.000482177,2.34E-05,0.00236807,Kansas,4785,KS,123,0,R000307,1/3/21,Pat,Roberts,Methodist,0,0,0,0,0,1,0,0,0,365,14852,968,300083,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.42,0,0,0,R,NULL,NULL,0,0,0.9012048,3.130121,3.554217,3.550725,2.893462,4.5,0,ks,14.9033289,0.366403639,18.74059105,0,1.652140379,18.29285431,0.683773696,0.034711376,45.323246,0.55,1,0,1,roberts
roberts,2010,11,5297100,4845,2020,17731,3122,14799,0.000914652,0.00058938,0.003347304,0.001049972,0.000618718,0.003891204,0.000587303,0.000381342,2.08E-06,0.002793794,Kansas,4805,KS,92,0,R000307,1/3/21,Pat,Roberts,Methodist,0,0,0,0,0,1,0,0,0,367,14852,968,300083,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.43,0,0,0,R,NULL,NULL,0,0,0.8504505,2.918772,3.491892,3.592058,2.906306,7.4,0,ks,14.9033289,0.366403639,18.74059105,0,1.652140379,18.29285431,0.683773696,0.034711376,45.323246,0.55,0,0,1,roberts
roberts,2012,117,3113254,5149,1659,9206,2596,6874,0.001653898,0.000833855,0.002957036,0.000914652,0.00058938,0.003347304,0.000796274,0.000532884,3.76E-05,0.00220798,Kansas,8481,KS,14,0,R000307,1/3/21,Pat,Roberts,Methodist,0,0,0,0,0,1,0,0,0,366,14852,968,300083,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.44,0,1,0,R,NULL,NULL,NULL,NULL,0.869186,2.92722,3.561047,3.593023,3.081395,5.6,0,ks,14.9033289,0.366403639,18.74059105,0,1.652140379,18.29285431,0.683773696,0.034711376,45.323246,0.55,0,0,1,roberts
rockefeller,2006,0,479118,671,117,2557,133,888,0.001400491,0.000277594,0.005336891,NA,NA,NA,0.000277594,0.0002442,1.00E-09,0.001853407,West Virginia,2743,WV,0,0,R000361,1/3/15,John,Rockefeller,Presbyterian,0,0,0,0,0,1,0,0,0,378,14922,1424,300084,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.372,0,1,0,D,NULL,NULL,0,1,0.96875,2.90625,3.431095,2.831579,2.644366,5.1,0,wv,6.051318169,0.121607356,18.25309181,0,1.233525753,15.24000549,0.451357901,0.013995161,58.62796021,0.69,0,0,0,rockefeller
rockefeller,2008,44,3007221,3545,1183,10778,1502,7085,0.00117883,0.000499465,0.003584041,0.001400491,0.000277594,0.005336891,0.000484834,0.000393387,1.46E-05,0.002355997,West Virginia,4785,WV,18,0,R000361,1/3/15,John,Rockefeller,Presbyterian,0,0,0,0,0,1,0,0,0,379,14922,1424,300084,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.375,1,0,0,D,NULL,NULL,1,0,0.9352227,3.145749,3.635628,3.384615,3.126531,4.4,0,wv,6.051318169,0.121607356,18.25309181,0,1.233525753,15.24000549,0.451357901,0.013995161,58.62796021,0.69,1,0,0,rockefeller
rockefeller,2010,111,7325031,7855,3019,28389,3741,16955,0.001072351,0.000510716,0.003875616,0.00117883,0.000499465,0.003584041,0.000495562,0.000412149,1.52E-05,0.002314667,West Virginia,4805,WV,49,0,R000361,1/3/15,John,Rockefeller,Presbyterian,0,0,0,0,0,1,0,0,0,381,14922,1424,300084,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.379,1,0,0,D,NULL,NULL,1,0,0.9122257,3.097484,3.512579,3.553459,2.711599,9,0,wv,6.051318169,0.121607356,18.25309181,0,1.233525753,15.24000549,0.451357901,0.013995161,58.62796021,0.69,0,0,0,rockefeller
rockefeller,2012,66,4885277,4873,2189,16426,2571,12176,0.000997488,0.000526276,0.003362349,0.001072351,0.000510716,0.003875616,0.000512766,0.000448082,1.35E-05,0.002492388,West Virginia,8481,WV,189,0,R000361,1/3/15,John,Rockefeller,Presbyterian,0,0,0,0,0,1,0,0,0,380,14922,1424,300084,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.382,1,0,0,D,NULL,NULL,1,0,0.8952096,2.922156,3.613772,3.730539,3.02994,7.4,0,wv,6.051318169,0.121607356,18.25309181,0,1.233525753,15.24000549,0.451357901,0.013995161,58.62796021,0.69,0,0,0,rockefeller
rubio,2012,27,9235252,986,1886,14304,2052,2896,0.000106766,0.000222193,0.001548849,NA,NA,NA,0.00021927,0.000204218,2.92E-06,0.000313582,Florida,8481,FL,46,1,R000595,1/3/23,Marco,Rubio,Catholic,0,0,0,0,0,0,1,0,1,2179,41102,2084,412491,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.619,0,0,0,R,NULL,NULL,0,0,0.711948,2.7255,3.416341,3.98306,3.365365,8.4,1,fl,12.35481644,4.38203907,14.93924904,0,4.271109581,7.380765438,0.462554812,0.042557053,56.15405273,0.54,0,0,1,rubio
salazar,2006,0,642963,463,479,2455,379,2057,0.000720105,0.000589459,0.003818261,NA,NA,NA,0.000589459,0.000744989,1.00E-09,0.003199252,Colorado,2743,CO,4,0,S001163,1/21/09,Ken,Salazar,Catholic,0,0,0,0,0,0,1,0,1,9027,40500,1762,400619,109,M,sen,1/4/05,1/21/09,0,3,Democrat,-0.272,0,0,0,D,NULL,NULL,NULL,NULL,0.7232,3,3.169657,2.980645,2.953301,4.2,1,co,14.65799141,1.473715663,11.2502327,0,1.069179893,8.61615181,2.134322643,0.088665776,60.70973969,0.47,0,0,0,salazar
salazar,2008,0,1731547,1169,784,6395,849,4631,0.00067512,0.000490314,0.00369323,0.000720105,0.000589459,0.003818261,0.000490314,0.000452775,1.00E-09,0.002674488,Colorado,4785,CO,5,0,S001163,1/21/09,Ken,Salazar,Catholic,0,0,0,0,0,0,1,0,1,9028,40500,1762,400619,110,M,sen,1/4/05,1/21/09,0,3,Democrat,-0.272,0,0,0,D,NULL,NULL,NULL,NULL,0.8245283,3.183365,3.303774,3.896226,3.394687,4.8,1,co,14.65799141,1.473715663,11.2502327,0,1.069179893,8.61615181,2.134322643,0.088665776,60.70973969,0.47,0,0,0,salazar
salazar,2010,0,636,0,0,0,0,0,1.00E-09,1.00E-09,1.00E-09,0.00067512,0.000490314,0.00369323,1.00E-09,1.00E-09,1.00E-09,1.00E-09,Colorado,4805,CO,2,1,S001163,1/21/09,Ken,Salazar,Catholic,0,0,0,0,0,0,1,0,1,11531,40500,1762,400619,111,M,sen,1/4/05,1/21/09,0,3,Democrat,-0.272,0,0,0,D,1,1,NULL,NULL,0.7554919,2.858373,3.34957,4.013371,3.239234,8.7,1,co,14.65799141,1.473715663,11.2502327,0,1.069179893,8.61615181,2.134322643,0.088665776,60.70973969,0.47,1,0,0,salazar
sanders,2008,378,5402701,5822,3108,10716,3495,10561,0.00107761,0.0006469,0.001983453,NA,NA,NA,0.000576935,0.000575269,7.00E-05,0.001954764,Vermont,4785,VT,12,0,S000033,1/3/19,Bernard,Sanders,Jew,0,0,1,0,0,0,0,0,0,114,29147,1010,400357,110,M,sen,1/4/07,1/3/13,0,1,Independent,-0.643,0,0,0,I,NULL,NULL,NULL,NULL,0.9736842,3.486726,3.052632,4.473684,3.9375,4.9,0,vt,25.57724571,1.075806499,3.847835064,0,0.034828469,10.95639706,0.507322848,0.365343541,57.92916489,0.34,0,0,0,sanders
sanders,2010,938,18775756,19601,11137,45377,11120,38557,0.001043954,0.000592254,0.002416788,0.00107761,0.0006469,0.001983453,0.000542296,0.00059316,5.00E-05,0.002053553,Vermont,4805,VT,3,0,S000033,1/3/19,Bernard,Sanders,Jew,0,0,1,0,0,0,0,0,0,115,29147,1010,400357,111,M,sen,1/4/07,1/3/13,0,1,Independent,-0.643,0,0,0,I,NULL,NULL,0,0,0.8969072,2.28866,2.835052,4.309278,3.659794,6.2,0,vt,25.57724571,1.075806499,3.847835064,0,0.034828469,10.95639706,0.507322848,0.365343541,57.92916489,0.34,0,0,0,sanders
sanders,2012,760,14357747,14488,8703,42048,8811,29539,0.001009073,0.000613677,0.002928594,0.001043954,0.000592254,0.002416788,0.000560744,0.000606155,5.29E-05,0.002057357,Vermont,8481,VT,3,0,S000033,1/3/19,Bernard,Sanders,Jew,0,0,1,0,0,0,0,0,0,113,29147,1010,400357,112,M,sen,1/4/07,1/3/13,0,1,Independent,-0.643,0,0,0,I,NULL,NULL,0,0,0.9496855,2.45283,3.119497,4.584906,4.132075,5.1,0,vt,25.57724571,1.075806499,3.847835064,0,0.034828469,10.95639706,0.507322848,0.365343541,57.92916489,0.34,1,0,0,sanders
santorum,2006,552,14728046,7790,12546,80530,9143,40592,0.000528924,0.000620789,0.0054678,NA,NA,NA,0.00058331,0.000851845,3.75E-05,0.002756103,Pennsylvania,2743,PA,28,0,S000059,1/3/07,Richard,Santorum,Catholic,0,0,0,0,0,0,1,0,0,8134,29141,1015,300085,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.394,0,0,0,R,NULL,NULL,0,0,0.8739217,2.882823,3.336043,2.791722,2.760695,4.7,0,pa,30.93216896,2.774456263,5.765742779,0,2.048209906,19.42445946,0.206099436,0.079837441,38.63896561,0.53,1,0,1,santorum
sarbanes,2006,4,581018,353,950,2482,555,1837,0.000607555,0.000955221,0.004271814,NA,NA,NA,0.000948337,0.001635062,6.89E-06,0.003161693,Maryland,2743,MD,3,0,S000064,1/3/07,Paul,Sarbanes,Greek Orthodox,0,0,0,0,1,0,0,0,0,8151,13039,1017,300086,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.487,0,1,0,D,NULL,NULL,0,1,0.6418539,3.037921,3.145533,2.843972,2.856534,3.9,0,md,17.41647148,4.412138462,7.655473232,0,5.820304394,12.36337852,0.449757278,0.130817562,51.65472031,0.54,1,0,0,sarbanes
schumer,2006,158,17181964,20547,11073,119698,9189,33550,0.001195848,0.000534806,0.006966492,NA,NA,NA,0.00052561,0.000644456,9.20E-06,0.00195263,New York,2743,NY,38,0,S000148,1/3/23,Charles,Schumer,Jew,0,0,1,0,0,0,0,0,0,2253,14858,1036,300087,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.397,0,0,0,D,NULL,NULL,0,0,0.7270681,3.135105,3.054379,3.117379,3.160046,4.4,0,ny,40.46861649,10.24565506,3.856022596,0,3.746647835,7.00045681,0.166738421,0.075862452,34.33516312,0.46,0,0,0,schumer
schumer,2008,290,15594192,18050,9565,107251,8324,29713,0.001157483,0.000533789,0.006877626,0.001195848,0.000534806,0.006966492,0.000515193,0.00061337,1.86E-05,0.00190539,New York,4785,NY,16,1,S000148,1/3/23,Charles,Schumer,Jew,0,0,1,0,0,0,0,0,0,2254,14858,1036,300087,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.407,1,0,0,D,NULL,NULL,1,0,0.7934166,3.361823,3.248014,4.115407,3.9197,5.5,0,ny,40.46861649,10.24565506,3.856022596,0,3.746647835,7.00045681,0.166738421,0.075862452,34.33516312,0.46,0,0,0,schumer
schumer,2010,41,10514645,11261,4910,64678,3661,18094,0.001070983,0.000348182,0.006151231,0.001157483,0.000533789,0.006877626,0.000344283,0.000466969,3.90E-06,0.001720839,New York,4805,NY,12,2,S000148,1/3/23,Charles,Schumer,Jew,0,0,1,0,0,0,0,0,0,2255,14858,1036,300087,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.417,1,0,0,D,NULL,NULL,1,0,0.7289751,2.66894,3.201432,4.053493,3.667917,8.5,0,ny,40.46861649,10.24565506,3.856022596,0,3.746647835,7.00045681,0.166738421,0.075862452,34.33516312,0.46,1,0,0,schumer
schumer,2012,20,6721982,7365,3791,43537,3062,13087,0.00109566,0.000455521,0.006476811,0.001070983,0.000348182,0.006151231,0.000452546,0.000563972,2.98E-06,0.001946897,New York,8481,NY,76,4,S000148,1/3/23,Charles,Schumer,Jew,0,0,1,0,0,0,0,0,0,2256,14858,1036,300087,112,M,sen,1/5/11,1/3/17,0,3,Democrat,-0.427,1,0,0,D,NULL,NULL,1,0,0.6647847,2.467161,3.184936,4.175327,3.800707,8.7,0,ny,40.46861649,10.24565506,3.856022596,0,3.746647835,7.00045681,0.166738421,0.075862452,34.33516312,0.46,0,0,0,schumer
sessions,2006,197,12824251,11453,11979,22573,10193,23240,0.000893075,0.000794823,0.001760182,NA,NA,NA,0.000779462,0.000934091,1.54E-05,0.001812193,Alabama,2743,AL,0,0,S001141,2/8/17,Jefferson,Sessions,Methodist,0,0,0,0,0,1,0,0,0,386,49700,1548,300088,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.571,0,0,0,R,NULL,NULL,0,0,0.8141414,2.577778,3.546392,2.431772,2.179959,4.1,0,al,3.411237001,0,42.50016022,0,13.83363342,10.56772232,0.427066654,0.019947596,29.03357887,0.77,0,0,1,sessions
sessions,2008,521,13511369,9244,10549,25020,10413,25060,0.000684166,0.000770685,0.001851775,0.000893075,0.000794823,0.001760182,0.000732125,0.000780751,3.86E-05,0.001854735,Alabama,4785,AL,71,0,S001141,2/8/17,Jefferson,Sessions,Methodist,0,0,0,0,0,1,0,0,0,387,49700,1548,300088,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.567,0,0,0,R,NULL,NULL,0,0,0.7958657,2.906977,3.875969,3.072539,2.652741,5.6,0,al,3.411237001,0,42.50016022,0,13.83363342,10.56772232,0.427066654,0.019947596,29.03357887,0.77,1,0,1,sessions
sessions,2010,701,5916070,4885,3892,11434,4590,14985,0.000825718,0.000775854,0.001932703,0.000684166,0.000770685,0.001851775,0.000657363,0.00065787,0.000118492,0.002532932,Alabama,4805,AL,3,0,S001141,2/8/17,Jefferson,Sessions,Methodist,0,0,0,0,0,1,0,0,0,389,49700,1548,300088,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.563,0,1,0,R,NULL,NULL,0,1,0.6808199,3.033774,3.775988,3.07478,2.300586,10.5,0,al,3.411237001,0,42.50016022,0,13.83363342,10.56772232,0.427066654,0.019947596,29.03357887,0.77,0,0,1,sessions
sessions,2012,14,950327,694,402,1802,462,2310,0.000730276,0.000486149,0.00189619,0.000825718,0.000775854,0.001932703,0.000471418,0.000423013,1.47E-05,0.002430743,Alabama,8481,AL,11,0,S001141,2/8/17,Jefferson,Sessions,Methodist,0,0,0,0,0,1,0,0,0,388,49700,1548,300088,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.559,0,1,0,R,NULL,NULL,0,1,0.6995994,2.88755,3.697861,3.274064,2.51738,8,0,al,3.411237001,0,42.50016022,0,13.83363342,10.56772232,0.427066654,0.019947596,29.03357887,0.77,0,0,1,sessions
shaheen,2010,0,2330517,957,585,7151,613,3985,0.000410639,0.000263033,0.003068419,NA,NA,NA,0.000263033,0.000251018,1.00E-09,0.001709922,New Hampshire,4805,NH,8,0,S001181,1/3/21,Jeanne,Shaheen,Protestant,0,0,0,0,0,1,0,0,0,391,40906,1901,412323,111,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.341,0,0,0,D,NULL,NULL,0,0,0.9011628,2.941691,3.392442,4.223837,3.65407,5.9,0,nh,26.78038979,0.602207601,4.118451118,0,0.137480035,7.083332062,0.417849153,0.377641857,60.48021698,0.33,0,1,0,shaheen
shaheen,2012,4,550599,235,159,1324,213,1173,0.000426809,0.000386852,0.002404655,0.000410639,0.000263033,0.003068419,0.000379588,0.000288777,7.27E-06,0.002130408,New Hampshire,8481,NH,17,0,S001181,1/3/21,Jeanne,Shaheen,Protestant,0,0,0,0,0,1,0,0,0,390,40906,1901,412323,112,F,sen,1/6/09,1/3/15,0,2,Democrat,-0.341,0,0,0,D,NULL,NULL,0,0,0.9378378,2.808108,3.456757,4.556757,4.008108,5.6,0,nh,26.78038979,0.602207601,4.118451118,0,0.137480035,7.083332062,0.417849153,0.377641857,60.48021698,0.33,0,1,0,shaheen
shelby,2006,17,5846796,5639,2863,33516,2649,13567,0.000964461,0.00045307,0.005732371,NA,NA,NA,0.000450162,0.000489671,2.91E-06,0.002320417,Alabama,2743,AL,0,0,S000320,1/3/23,Richard,Shelby,Presbyterian,0,0,0,0,0,1,0,0,0,2330,94659,1049,300089,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.446,1,0,0,R,NULL,NULL,1,0,0.8141414,2.577778,3.546392,2.431772,2.179959,4.1,0,al,3.411237001,0,42.50016022,0,13.83363342,10.56772232,0.427066654,0.019947596,29.03357887,0.77,0,0,1,shelby
shelby,2008,17,1970141,1630,1465,10218,1331,3387,0.000827353,0.000675587,0.005186432,0.000964461,0.00045307,0.005732371,0.000666958,0.000743603,8.63E-06,0.001719167,Alabama,4785,AL,71,0,S000320,1/3/23,Richard,Shelby,Presbyterian,0,0,0,0,0,1,0,0,0,2331,94659,1049,300089,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.456,0,1,0,R,NULL,NULL,0,1,0.7958657,2.906977,3.875969,3.072539,2.652741,5.6,0,al,3.411237001,0,42.50016022,0,13.83363342,10.56772232,0.427066654,0.019947596,29.03357887,0.77,0,0,1,shelby
shelby,2010,98,5771775,6272,1723,26007,1884,13282,0.001086668,0.000326417,0.004505894,0.000827353,0.000675587,0.005186432,0.000309438,0.000298523,1.70E-05,0.0023012,Alabama,4805,AL,3,0,S000320,1/3/23,Richard,Shelby,Presbyterian,0,0,0,0,0,1,0,0,0,2332,94659,1049,300089,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.466,0,1,0,R,NULL,NULL,0,1,0.6808199,3.033774,3.775988,3.07478,2.300586,10.5,0,al,3.411237001,0,42.50016022,0,13.83363342,10.56772232,0.427066654,0.019947596,29.03357887,0.77,1,0,1,shelby
shelby,2012,20,1892851,1994,450,8905,655,4793,0.001053438,0.00034604,0.004704545,0.001086668,0.000326417,0.004505894,0.000335474,0.000237738,1.06E-05,0.00253216,Alabama,8481,AL,11,0,S000320,1/3/23,Richard,Shelby,Presbyterian,0,0,0,0,0,1,0,0,0,2333,94659,1049,300089,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.476,0,1,0,R,NULL,NULL,0,1,0.6995994,2.88755,3.697861,3.274064,2.51738,8,0,al,3.411237001,0,42.50016022,0,13.83363342,10.56772232,0.427066654,0.019947596,29.03357887,0.77,0,0,1,shelby
snowe,2006,27,2159644,2159,684,7839,768,4049,0.000999703,0.000355615,0.003629766,NA,NA,NA,0.000343113,0.00031672,1.25E-05,0.001874847,Maine,2743,ME,2,0,S000663,1/3/13,Olympia,Snowe,Greek Orthodox,0,0,0,0,1,0,0,0,0,10391,14661,1085,300091,109,F,sen,1/3/01,12/9/06,0,1,Republican,0.04,1,0,0,R,NULL,NULL,1,0,0.920354,2.902655,3.363636,3.0625,3.040724,4.6,0,me,21.53570938,0.664534092,5.810194016,0,0.085184149,7.485455036,0.485044718,0.340980917,63.59289932,0.34,1,1,1,snowe
